,Latitude,Longitude,TVD_FT,Vintage,LateralLength_FT,WellsPerSectionSameZone,Payzone_FT,GammaRay_API,BulkDensity_GPerCC,Resistivity_OHMSM,DensityPorosity_PCT,EffectivePorosity_PCT,ClayVolume_PCT,NonClayVolume_PCT,WaterSaturation_PCT,PhiH_FT,HCPV_PCT,HeightOfHCPV_FT,TotalOrganicCarbon_WTPCT,CONDENSATE,DRY GAS,OIL,WET GAS,1ST BONE SPRING,2ND BONE SPRING,2ND BONE SPRING SAND,3RD BONE SPRING,3RD BONE SPRING SAND,LOWER AVALON,MIDDLE AVALON,UPPER AVALON,WOLFCAMP A LOWER,WOLFCAMP A UPPER,WOLFCAMP B LOWER,WOLFCAMP B UPPER,WOLFCAMP C,WOLFCAMP D,CHILD,CO-COMPLETED,PARENT,STANDALONE,EURWH_MBOE,OilEURWH_MBBL,GasEURWH_BCF
91,32.211532,-103.430969,9617.0,2017,6858.0,1.0,233.0,93.22,2.52,548.07,0.104,0.087,0.16,0.75,0.27,20.36,0.069,16.0,3.12,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,589,379,1.3
92,32.369424,-103.608837,12145.0,2019,10001.0,4.0,238.0,69.37,2.58,8.38,0.077,0.06,0.14,0.78,0.63,14.17,0.018,4.2,2.2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1208,755,2.7
93,32.356026,-103.464247,10252.0,2020,9839.0,3.0,419.0,72.43,2.57,92.92,0.082,0.068,0.14,0.78,0.29,28.68,0.049,20.5,2.04,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2034,1268,4.6
94,32.054282,-103.541665,13063.0,2021,7179.0,5.0,244.0,75.06,2.53,32.04,0.101,0.076,0.21,0.66,0.58,18.57,0.041,10.1,2.82,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,628,418,1.3
95,32.666758,-103.794859,9246.0,2014,4156.0,2.0,384.0,74.25,2.59,45.66,0.07,0.06,0.14,0.79,0.37,23.15,0.033,12.6,1.37,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,458,347,0.7
97,32.296164,-103.712682,9109.0,2019,4516.0,1.0,377.0,69.12,2.49,766.18,0.117,0.096,0.15,0.75,0.16,36.39,0.084,31.8,3.17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1093,361,4.4
98,32.521757,-103.406492,9884.0,2019,7508.0,1.0,421.0,65.11,2.61,402.32,0.058,0.053,0.12,0.83,0.09,22.2,0.046,19.2,1.82,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,342,285,0.3
99,32.145319,-103.701268,10532.0,2020,7236.0,4.0,434.0,81.25,2.57,17.03,0.081,0.068,0.16,0.77,0.4,29.39,0.032,13.7,1.59,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1589,904,4.1
100,32.419492,-103.601384,11280.0,2019,7184.0,1.0,586.0,57.72,2.6,413.74,0.066,0.058,0.12,0.83,0.32,33.74,0.043,24.9,1.82,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1198,805,2.4
101,32.049707,-103.376142,12785.0,2020,10073.0,4.0,309.0,74.89,2.56,90.51,0.08,0.061,0.21,0.72,0.46,18.81,0.032,9.9,2.58,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1484,1223,1.6
102,32.356256,-103.401909,10366.0,2021,9788.0,5.0,336.0,75.82,2.59,242.88,0.071,0.061,0.13,0.8,0.19,20.56,0.051,17.2,1.65,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,754,447,1.8
103,32.198116,-103.556286,9636.0,2022,10239.0,2.0,504.0,42.46,2.53,717.21,0.104,0.092,0.09,0.82,0.16,46.35,0.079,39.8,2.24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2251,594,9.9
104,32.092734,-103.947306,9049.0,2014,3872.0,1.0,273.0,78.68,2.58,88.68,0.075,0.063,0.17,0.77,0.36,17.12,0.033,9.1,1.69,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,255,184,0.4
105,32.020117,-103.654983,12015.0,2017,6670.0,1.0,154.0,82.21,2.57,52.65,0.082,0.067,0.18,0.76,0.68,10.24,0.025,3.8,1.4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2053,1263,4.7
106,32.28308,-104.085311,10503.0,2017,6017.0,1.0,307.0,86.57,2.6,13.61,0.066,0.049,0.28,0.67,0.81,14.95,0.012,3.8,1.54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1213,238,5.8
107,32.092986,-104.230346,7490.0,2014,4384.0,3.0,277.0,62.31,2.56,84.98,0.088,0.071,0.17,0.76,0.56,19.81,0.03,8.4,1.47,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1030,406,3.7
108,32.19484,-104.048624,8397.0,2017,4656.0,1.0,407.0,64.7,2.56,19.37,0.09,0.071,0.18,0.73,0.57,29.07,0.03,12.4,1.47,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,796,482,1.9
109,32.399653,-103.489885,11649.0,2017,4451.0,1.0,159.0,58.31,2.61,412.92,0.059,0.053,0.13,0.83,0.3,8.43,0.035,5.6,1.42,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,722,514,1.2
110,32.107084,-103.799924,11750.0,2022,10977.0,4.0,205.0,67.38,2.56,73.94,0.088,0.071,0.22,0.71,0.5,14.46,0.039,8.1,2.72,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2543,1075,8.8
111,32.687351,-104.052833,9031.0,2023,9939.0,1.0,153.0,47.96,2.67,372.16,0.023,0.021,0.1,0.88,0.7,3.63,0.01,1.5,0.62,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,867,579,1.7
112,32.077562,-103.855263,11157.0,2020,4286.0,2.0,170.0,62.03,2.57,132.36,0.08,0.072,0.21,0.72,0.54,12.23,0.035,6.0,2.4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,763,368,2.4
113,32.511333,-104.169565,6672.0,2013,4630.0,3.0,196.0,77.9,2.56,53.99,0.087,0.074,0.16,0.77,0.75,14.49,0.018,3.5,1.55,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,424,151,1.6
114,32.335329,-103.53356,11101.0,2019,7588.0,5.0,516.0,52.11,2.61,452.71,0.059,0.052,0.1,0.87,0.25,26.89,0.042,21.7,1.45,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1420,1131,1.7
115,32.354598,-103.435733,10519.0,2020,7405.0,3.0,364.0,65.96,2.58,214.28,0.077,0.066,0.13,0.81,0.19,24.11,0.055,19.9,1.83,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1084,744,2.0
116,32.479797,-103.393339,10123.0,2022,10371.0,2.0,448.0,35.19,2.64,985.69,0.041,0.038,0.07,0.89,0.23,16.85,0.031,13.8,1.06,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1050,840,1.3
117,32.238382,-103.549955,12485.0,2019,4821.0,3.0,266.0,67.56,2.58,162.81,0.075,0.061,0.15,0.78,0.44,16.86,0.036,9.5,1.94,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,919,654,1.6
118,32.674488,-104.030528,8242.0,2016,4558.0,2.0,341.0,68.22,2.6,127.93,0.067,0.054,0.16,0.78,0.32,18.43,0.032,11.1,1.44,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,388,252,0.8
119,32.138899,-103.594437,9394.0,2020,4617.0,4.0,404.0,63.71,2.52,983.14,0.114,0.092,0.14,0.75,0.22,37.16,0.079,31.8,3.06,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1040,329,4.3
120,32.165672,-103.950824,9068.0,2018,9876.0,6.0,415.0,64.0,2.58,124.14,0.074,0.062,0.15,0.79,0.39,25.86,0.038,16.0,1.54,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1695,838,5.1
121,32.186118,-103.465332,12361.0,2021,9949.0,5.0,217.0,65.14,2.58,278.5,0.075,0.064,0.15,0.8,0.31,13.92,0.04,8.7,1.78,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1237,934,1.8
122,32.414179,-103.404593,11026.0,2022,10007.0,3.0,508.0,41.64,2.65,817.99,0.038,0.038,0.07,0.9,0.3,19.35,0.032,16.1,0.92,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,724,563,1.0
124,32.606105,-104.122513,9149.0,2023,10090.0,1.0,202.0,62.06,2.64,445.61,0.04,0.032,0.14,0.81,0.43,6.45,0.027,5.4,1.73,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1956,1038,5.5
125,31.781484,-104.135137,9053.0,2015,7616.0,1.0,161.0,81.63,2.57,87.86,0.084,0.069,0.18,0.76,0.43,11.09,0.039,6.4,2.48,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2276,914,8.2
126,32.1096,-103.544347,12468.0,2019,7249.0,6.0,113.0,78.17,2.55,97.64,0.093,0.076,0.18,0.74,0.44,8.56,0.048,5.4,2.64,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1368,972,2.4
127,32.169188,-103.562964,10898.0,2019,9910.0,3.0,481.0,75.32,2.56,26.27,0.09,0.073,0.19,0.73,0.39,34.94,0.043,20.9,2.26,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1369,953,2.5
128,32.225474,-103.97624,8762.0,2021,9579.0,4.0,322.0,70.68,2.59,42.64,0.082,0.068,0.16,0.78,0.41,21.9,0.022,7.1,1.22,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,854,423,2.6
129,31.606495,-103.58479,11069.0,2016,4023.0,1.0,158.0,73.66,2.52,40.94,0.112,0.085,0.22,0.69,0.39,13.45,0.058,9.2,3.18,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,569,359,1.3
130,32.138615,-103.62537,13082.0,2021,10173.0,5.0,235.0,82.17,2.57,50.6,0.091,0.068,0.25,0.69,0.44,16.05,0.04,9.3,2.68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2464,759,10.2
131,32.385532,-103.608055,10969.0,2023,10143.0,4.0,537.0,76.52,2.58,56.93,0.079,0.066,0.16,0.78,0.43,35.45,0.04,21.7,1.85,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,674,501,1.0
132,31.818161,-103.365126,12417.0,2018,10093.0,1.0,142.0,84.57,2.5,76.18,0.122,0.097,0.2,0.69,0.24,13.78,0.083,11.9,3.87,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2307,2052,1.5
133,31.645587,-103.651436,11716.0,2019,2108.0,1.0,847.0,59.89,2.46,81.89,0.146,0.097,0.21,0.69,0.78,82.52,0.06,50.7,1.91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,450,151,1.8
134,32.628838,-103.883347,8272.0,2015,4556.0,2.0,296.0,78.0,2.58,118.87,0.078,0.067,0.14,0.79,0.61,19.89,0.024,7.2,1.84,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,457,153,1.8
135,32.588707,-104.088808,7955.0,2013,4282.0,2.0,880.0,47.93,2.65,845.24,0.036,0.031,0.1,0.87,0.35,27.36,0.026,22.6,0.97,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,283,154,0.8
136,32.298907,-103.559687,12475.0,2023,9958.0,6.0,249.0,66.84,2.57,175.28,0.082,0.07,0.15,0.78,0.45,17.08,0.041,10.1,2.04,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1743,1287,2.7
137,31.503096,-103.179259,11367.0,2013,4506.0,2.0,136.0,107.41,2.5,69.11,0.12,0.088,0.26,0.65,0.32,11.91,0.061,8.2,3.6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,566,489,0.5
138,31.183501,-103.493103,10377.0,2014,4202.0,1.0,118.0,103.73,2.55,168.66,0.095,0.074,0.21,0.72,0.23,8.59,0.057,6.7,3.32,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,300,249,0.3
139,32.144308,-104.005011,10080.0,2022,10052.0,5.0,174.0,68.94,2.54,112.0,0.103,0.083,0.17,0.72,0.44,14.4,0.052,9.1,2.55,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1782,771,6.1
140,31.107612,-103.54529,10644.0,2014,4408.0,1.0,237.0,81.78,2.58,70.95,0.078,0.061,0.21,0.73,0.61,14.41,0.033,7.7,2.45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,296,237,0.4
141,31.311688,-103.707134,9837.0,2014,4149.0,1.0,159.0,65.47,2.57,106.23,0.101,0.079,0.19,0.72,0.36,12.58,0.064,10.1,2.73,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,327,113,1.3
142,31.729377,-103.941736,10134.0,2017,6955.0,1.0,172.0,83.45,2.53,186.24,0.103,0.083,0.19,0.73,0.35,14.2,0.059,10.1,2.79,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1841,1158,4.1
143,31.796558,-104.094814,9145.0,2015,4488.0,1.0,142.0,91.75,2.56,88.67,0.087,0.071,0.18,0.75,0.44,10.1,0.043,6.2,2.65,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2169,987,7.1
144,32.283484,-103.444156,11451.0,2018,4333.0,1.0,85.0,73.86,2.56,91.03,0.088,0.073,0.17,0.76,0.59,6.2,0.031,2.6,2.22,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,528,409,0.7
145,32.042204,-103.95019,10432.0,2022,7428.0,4.0,216.0,81.37,2.59,181.22,0.073,0.06,0.2,0.73,0.41,12.87,0.035,7.6,2.19,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1189,646,3.3
146,31.94582,-104.194143,7475.0,2014,6942.0,1.0,321.0,78.67,2.58,38.24,0.075,0.061,0.19,0.75,0.36,19.7,0.03,9.5,1.9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,533,208,1.9
147,31.710041,-103.825558,10858.0,2013,3989.0,1.0,232.0,78.15,2.56,178.38,0.086,0.07,0.18,0.75,0.41,16.19,0.047,11.0,2.39,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,937,522,2.5
148,32.33531,-103.505712,11412.0,2022,7828.0,2.0,107.0,65.53,2.59,126.39,0.07,0.059,0.14,0.81,0.35,6.54,0.043,4.6,1.71,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1151,632,3.1
149,32.167409,-103.502709,11075.0,2023,7318.0,8.0,481.0,64.89,2.56,64.5,0.085,0.071,0.17,0.76,0.26,34.14,0.051,24.3,2.31,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,784,515,1.6
150,32.092398,-103.527453,10692.0,2023,4676.0,1.0,340.0,62.46,2.53,248.78,0.104,0.088,0.14,0.77,0.23,29.89,0.07,23.9,2.69,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,526,279,1.5
151,31.274064,-103.309899,10712.0,2015,4433.0,6.0,140.0,95.28,2.5,74.93,0.121,0.092,0.24,0.67,0.22,12.73,0.066,9.2,3.85,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,81,0,0.5
152,31.486869,-103.313394,11130.0,2012,4414.0,1.0,88.0,103.33,2.54,55.88,0.098,0.073,0.25,0.68,0.42,6.52,0.047,4.1,3.29,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1473,1436,0.2
153,31.228726,-103.425696,10456.0,2017,9842.0,5.0,139.0,107.03,2.55,198.12,0.092,0.074,0.21,0.72,0.3,10.38,0.053,7.4,3.69,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1328,982,2.1
154,31.774201,-103.346562,12241.0,2018,9726.0,1.0,136.0,75.27,2.52,78.16,0.112,0.092,0.2,0.72,0.27,12.46,0.072,9.8,3.41,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2193,1518,4.0
155,31.272189,-103.365624,10654.0,2018,4009.0,6.0,110.0,111.97,2.53,94.26,0.104,0.079,0.24,0.68,0.27,8.68,0.057,6.3,3.74,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,415,178,1.4
156,31.9266,-103.62052,10417.0,2018,4899.0,3.0,379.0,79.92,2.58,40.86,0.075,0.061,0.21,0.73,0.35,23.03,0.04,15.3,2.35,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,213,213,0.0
157,31.916619,-103.397737,12361.0,2016,6474.0,2.0,204.0,70.99,2.56,60.57,0.087,0.068,0.21,0.72,0.52,13.81,0.041,8.3,2.37,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1201,966,1.4
158,31.899206,-103.713059,11779.0,2019,9941.0,2.0,360.0,86.06,2.59,35.86,0.095,0.054,0.27,0.68,0.8,19.48,0.008,2.8,2.55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1833,1012,4.9
159,31.957578,-103.725906,11613.0,2017,9561.0,2.0,171.0,68.11,2.55,61.64,0.079,0.065,0.17,0.76,0.42,11.17,0.04,6.9,1.92,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2491,1378,6.7
160,31.50546,-103.311232,11435.0,2017,9154.0,1.0,138.0,104.27,2.5,74.93,0.121,0.088,0.25,0.65,0.34,12.19,0.058,8.0,3.62,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,898,702,1.2
161,32.219723,-104.050061,9765.0,2018,4470.0,4.0,150.0,58.59,2.56,90.43,0.089,0.075,0.15,0.78,0.6,10.72,0.035,5.2,2.03,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,784,473,1.9
162,32.212708,-103.60144,12521.0,2018,4400.0,5.0,318.0,53.84,2.6,351.33,0.064,0.057,0.1,0.85,0.36,18.08,0.041,12.9,1.48,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,876,548,2.0
163,32.24527,-103.50254,11862.0,2018,7654.0,2.0,159.0,68.3,2.58,201.29,0.075,0.063,0.15,0.79,0.31,10.02,0.045,7.2,1.93,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1219,739,2.9
164,32.167334,-103.489481,12338.0,2019,4613.0,7.0,218.0,63.75,2.57,173.45,0.085,0.069,0.16,0.77,0.37,14.84,0.046,10.0,2.22,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,804,542,1.6
165,31.894857,-104.127815,9946.0,2016,10208.0,1.0,320.0,87.96,2.56,33.51,0.085,0.064,0.26,0.68,0.52,20.3,0.041,13.0,2.97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4042,1474,15.4
166,31.578986,-103.180768,11819.0,2014,4727.0,1.0,278.0,63.16,2.53,127.49,0.106,0.079,0.23,0.69,0.52,21.91,0.045,12.5,3.26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,458,394,0.4
167,31.782124,-103.932874,10284.0,2019,4443.0,4.0,219.0,78.78,2.57,50.79,0.105,0.073,0.26,0.67,0.54,16.03,0.037,8.0,2.68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1134,361,4.6
168,31.285478,-103.624336,10075.0,2019,7035.0,6.0,125.0,99.78,2.54,180.37,0.094,0.074,0.2,0.72,0.25,9.22,0.06,7.5,3.01,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,881,447,2.6
169,31.924817,-103.358798,12223.0,2019,7160.0,5.0,161.0,77.44,2.54,134.24,0.101,0.08,0.18,0.73,0.29,12.9,0.058,9.4,2.78,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,808,808,0.0
170,31.301986,-103.435642,10718.0,2016,7390.0,3.0,185.0,84.47,2.55,95.06,0.095,0.075,0.18,0.74,0.36,13.92,0.051,9.5,2.69,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,622,479,0.9
171,31.570099,-103.760292,10969.0,2020,7738.0,2.0,322.0,67.98,2.57,66.87,0.099,0.072,0.27,0.65,0.47,23.23,0.04,12.9,2.81,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1813,839,5.8
172,31.780629,-103.852483,10650.0,2019,4493.0,4.0,209.0,77.78,2.54,175.33,0.098,0.073,0.19,0.74,0.38,15.28,0.052,10.8,2.48,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1030,562,2.8
173,31.742746,-103.362498,12136.0,2020,7410.0,5.0,134.0,81.88,2.52,78.18,0.113,0.091,0.2,0.71,0.32,12.15,0.066,8.9,3.4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,413,328,0.5
174,31.157494,-103.071494,9266.0,2021,10223.0,3.0,327.0,66.05,2.56,215.98,0.087,0.068,0.21,0.75,0.23,22.12,0.05,16.3,1.71,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1442,346,6.6
175,31.912441,-103.467531,11064.0,2016,4377.0,1.0,430.0,76.81,2.57,100.31,0.081,0.069,0.16,0.76,0.23,29.63,0.059,25.4,2.29,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,653,488,1.0
176,31.321515,-103.59293,10171.0,2018,6477.0,6.0,134.0,100.2,2.55,221.6,0.097,0.077,0.21,0.72,0.2,10.0,0.064,8.7,3.16,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,923,428,3.0
177,31.353067,-103.147621,10856.0,2017,4134.0,1.0,211.0,76.23,2.53,106.3,0.105,0.081,0.21,0.69,0.26,17.09,0.06,12.7,2.99,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1674,987,4.1
178,31.591975,-103.587399,10966.0,2018,9161.0,1.0,166.0,74.96,2.53,77.63,0.104,0.079,0.23,0.69,0.32,13.08,0.056,9.3,3.21,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1363,775,3.5
179,31.230667,-103.345054,10590.0,2018,9989.0,4.0,127.0,85.08,2.54,162.2,0.101,0.077,0.23,0.69,0.32,9.8,0.056,7.1,3.99,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,794,640,0.9
180,31.336437,-103.334418,10602.0,2020,6846.0,2.0,238.0,86.84,2.57,40.44,0.082,0.066,0.2,0.73,0.27,15.74,0.046,10.9,2.38,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,869,341,3.2
181,31.785455,-103.422636,12107.0,2014,4276.0,1.0,130.0,68.06,2.52,101.94,0.112,0.09,0.2,0.71,0.43,11.7,0.047,6.1,2.65,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,742,536,1.2
182,31.486184,-103.316869,11493.0,2017,4099.0,3.0,208.0,73.26,2.48,55.22,0.136,0.11,0.24,0.65,0.35,22.87,0.072,15.0,3.79,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,835,608,1.4
183,31.550488,-103.412815,10942.0,2020,7461.0,3.0,132.0,68.83,2.48,67.13,0.133,0.102,0.23,0.67,0.26,13.33,0.071,9.4,3.31,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1253,317,5.6
184,31.8111,-103.536589,10196.0,2021,4388.0,1.0,379.0,73.12,2.55,44.27,0.09,0.06,0.2,0.74,0.2,22.67,0.046,17.6,2.22,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,485,316,1.0
185,31.466672,-103.41502,10658.0,2019,7715.0,1.0,232.0,91.8,2.53,159.65,0.106,0.08,0.23,0.68,0.26,18.55,0.059,13.7,3.41,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1710,871,5.0
186,31.501592,-103.621689,10833.0,2019,8283.0,3.0,266.0,83.52,2.53,156.82,0.106,0.083,0.22,0.7,0.35,21.97,0.061,16.3,3.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1276,308,5.8
187,31.969809,-103.88291,9630.0,2021,10411.0,5.0,660.0,67.47,2.6,234.56,0.065,0.055,0.14,0.81,0.38,36.36,0.034,22.6,1.54,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1170,693,2.9
188,31.652719,-103.337035,11780.0,2023,8002.0,2.0,106.0,90.2,2.5,85.84,0.121,0.098,0.25,0.66,0.35,10.03,0.078,8.2,3.4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,680,533,0.9
189,31.200024,-103.268463,9352.0,2021,9776.0,2.0,247.0,92.85,2.51,114.06,0.116,0.089,0.23,0.69,0.14,21.99,0.073,18.0,3.68,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1256,1163,0.6
191,31.311239,-103.710939,10353.0,2019,8497.0,2.0,525.0,71.61,2.58,20.04,0.08,0.056,0.21,0.72,0.67,29.3,0.016,8.6,3.08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1810,552,7.5
192,31.839112,-103.448881,12185.0,2018,4383.0,2.0,127.0,85.1,2.54,103.96,0.1,0.077,0.21,0.71,0.31,10.0,0.055,7.0,3.04,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,311,252,0.4
193,31.952359,-103.265943,11881.0,2018,4637.0,1.0,145.0,51.56,2.57,306.99,0.079,0.073,0.09,0.84,0.23,10.42,0.058,8.5,2.06,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1261,408,5.1
